Generation,Best Fitness,Position X,Position Y
457,3024.152627430378,11485,84040
458,3024.152627430378,11485,84040
459,3024.152627430378,11485,84040
460,3024.152627430378,11485,84040
461,3024.152627430378,11485,84040
462,3024.152627430378,11485,84040
463,3024.152627430378,11485,84040
464,3024.152627430378,11485,84040
465,3024.152627430378,11485,84040
466,3024.152627430378,11485,84040
467,3024.152627430378,11485,84040
468,3024.152627430378,11485,84040
469,3024.152627430378,11485,84040
470,3024.152627430378,11485,84040
471,3024.152627430378,11485,84040
472,3024.152627430378,11485,84040
473,3024.152627430378,11485,84040
474,3024.152627430378,11485,84040
475,3024.152627430378,11485,84040
476,3024.152627430378,11485,84040
477,3024.152627430378,11485,84040
478,3024.152627430378,11485,84040
479,3024.152627430378,11485,84040
480,3024.152627430378,11485,84040
481,3024.152627430378,11485,84040
482,3024.152627430378,11485,84040
483,3024.152627430378,11485,84040
484,3023.652634351954,11475,83556
485,3024.152627430378,11485,84040
486,3024.152627430378,11485,84040
487,3024.152627430378,11485,84040
488,3024.152627430378,11485,84040
489,3026.2526274303777,11485,84040
490,3024.152627430378,11485,84040
491,3024.152627430378,11485,84040
492,3024.152627430378,11485,84040
493,3024.152627430378,11485,84040
494,3024.152627430378,11485,84040
495,3024.152627430378,11485,84040
496,3024.152627430378,11485,84040
497,3024.152627430378,11485,84040
498,3024.152627430378,11485,84040
499,3024.152627430378,11485,84040
500,3024.152627430378,11485,84040
501,3024.152627430378,11485,84040
502,3024.152627430378,11485,84040
503,3024.152627430378,11485,84040
504,3024.152627430378,11485,84040
505,3024.152627430378,11485,84040
506,3024.152627430378,11485,84040
507,3024.152627430378,11485,84040
508,3024.152627430378,11485,84040
509,3024.152627430378,11485,84040
510,3024.152627430378,11485,84040
511,3024.152627430378,11485,84040
512,3024.152627430378,11485,84040
513,3024.152627430378,11485,84040
514,3024.152627430378,11485,84040
515,3024.152627430378,11485,84040
516,3024.152627430378,11485,84040
517,3052.9524746349957,11720,95803
518,3048.002493143859,11690,94258
519,3024.152627430378,11485,84040
520,3026.8026136957706,11505,85011
521,3024.152627430378,11485,84040
522,3024.152627430378,11485,84040
523,3024.152627430378,11485,84040
524,3024.152627430378,11485,84040
525,3024.152627430378,11485,84040
526,3024.152627430378,11485,84040
527,3024.152627430378,11485,84040
528,3024.152627430378,11485,84040
529,3024.152627430378,11485,84040
530,3038.052566735117,11575,88453
531,3038.052566735117,11575,88453
532,3030.6025866528757,11545,86970
533,3030.6025866528757,11545,86970
534,3030.6025866528757,11545,86970
535,3030.6025866528757,11545,86970
536,3030.6025866528757,11545,86970
537,3030.6025866528757,11545,86970
538,3053.2024931438586,11690,94258
539,3034.0025733402,11565,87957
540,3024.152627430378,11485,84040
541,3024.152627430378,11485,84040
542,3024.152627430378,11485,84040
543,3024.152627430378,11485,84040
544,3024.152627430378,11485,84040
545,3041.002521432178,11645,91965
546,3024.152627430378,11485,84040
547,3024.152627430378,11485,84040
548,3030.6025866528757,11545,86970
549,3040.8025310048133,11630,91207
550,3030.6025866528757,11545,86970
551,3030.6025866528757,11545,86970
552,3024.152627430378,11485,84040
553,3024.152627430378,11485,84040
554,3030.6025866528757,11545,86970
555,3030.6025866528757,11545,86970
556,3024.152627430378,11485,84040
557,3024.152627430378,11485,84040
558,3024.152627430378,11485,84040
559,3035.2025866528757,11545,86970
560,3049.6024931438587,11690,94258
561,3070.2523917723074,11860,103178
562,3039.1025342118646,11625,90955
563,3040.452550369808,11600,89700
564,3037.202547121757,11605,89950
565,3038.6025799793642,11555,87463
566,3045.2025182573702,11650,92218
567,3036.552566735117,11575,88453
568,3032.6525766555055,11560,87710
569,3024.152627430378,11485,84040
570,3024.152627430378,11485,84040
571,3029.4526001040085,11525,85988
572,3024.152627430378,11485,84040
573,3034.402560163855,11585,88951
574,3030.6025866528757,11545,86970
575,3024.152627430378,11485,84040
576,3024.152627430378,11485,84040
577,3024.152627430378,11485,84040
578,3024.152627430378,11485,84040
579,3024.152627430378,11485,84040
580,3024.152627430378,11485,84040
581,3024.152627430378,11485,84040
582,3024.152627430378,11485,84040
583,3024.152627430378,11485,84040
584,3024.152627430378,11485,84040
585,3024.152627430378,11485,84040
586,3024.152627430378,11485,84040
587,3024.152627430378,11485,84040
588,3024.152627430378,11485,84040
589,3024.152627430378,11485,84040
590,3024.152627430378,11485,84040
